Label,Input URL,University Name,Department Name,Faculty Directory Homepage
1,https://cs.illinois.edu/,University of Illinois at Urbana-Champaign,Computer Science,https://cs.illinois.edu/about/people/all-faculty
0,https://extension.illinois.edu/,,,
0,https://campusrec.illinois.edu/,,,
1,https://csd.cmu.edu/,Carnegie Mellon University,Computer Science,https://www.csd.cs.cmu.edu/directory/faculty
0,https://nextpittsburgh.com/,Carnegie Mellon University,,
0,https://www.cmu.edu/engage/give/opportunities/index.html,Carnegie Mellon University,,
1,https://cs.stanford.edu/,Stanford University,Computer Science,https://www.cs.stanford.edu/directory/faculty
0,https://support.cs.stanford.edu/hc/en-us,,,
0,https://gostanford.com/,,,
1,https://cs.uic.edu/,University of Illinois in Chicago,Computer Science,https://cs.uic.edu/faculty-staff/faculty/
0,https://cybertalentinitiative.org/,,,
1,https://www.cs.uchicago.edu/,University of Chicago,Computer Science,https://www.cs.uchicago.edu/people/faculty/
0,https://www.chicago.gov/city/en/sites/covid-19/home/emergency-travel-order.html,,,
1,https://cs.vt.edu/,Virrginia Tech,Computer Science,https://cs.vt.edu/People/Faculty.html
0,https://www.bkstr.com/virginiatechstore/home,,,
1,https://www.cs.purdue.edu/index.html,Purdue University,Computer Science,https://www.cs.purdue.edu/people/faculty/index.html
0,https://www.lib.purdue.edu/,,,
1,https://www.cs.washington.edu/,University of Washington,Computer Science,https://www.cs.washington.edu/people/faculty
0,https://www.uwmedicine.org/,,,
1,https://www.eecs.mit.edu/,MIT,Computer Science,https://www.eecs.mit.edu/people/faculty-advisors
0,http://calendars.mit.edu/eecs,,,
1,https://www.scs.gatech.edu/,Georgia Tech,Computer Science,https://www.scs.gatech.edu/people/faculty
1,https://samueli.ucla.edu/,UCLA,Computer Science,https://www.cs.ucla.edu/faculty/
1,,The University of Texas at Austin,Computer Science,https://www.cs.utexas.edu/faculty
1,,University of Wisconsin-Madison,Computer Science,https://www.cs.wisc.edu/people/faculty/
1,,UC Berkeley,Computer Science,https://www2.eecs.berkeley.edu/Faculty/Lists/CS/faculty.html
1,,California Institute of Technology ,Computer Science,http://www.cms.caltech.edu/people
1,,Cornell University ,Computer Science,https://www.cs.cornell.edu/people/faculty
1,,University of Colorado Boulder,Computer Science,https://www.colorado.edu/cs/faculty
1,,Michigan State University,Computer Science and Engineering,http://www.cse.msu.edu/People/
1,,University of Pennsylvania,Computer and Information Science,http://www.cis.upenn.edu/about-people/index.php
1,,University of Michigan,Computer Science and Engineering,http://www.eecs.umich.edu/eecs/faculty/csefaculty.html
1,,University of Alabama,Computer Science,http://cs.ua.edu/people/
1,,Cambridge University,Computer Science,https://www.cl.cam.ac.uk/people/academic.html
1,,University of Melbourne,Computer Science,https://cis.unimelb.edu.au/people/
1,,Rice University,Computer Science,https://csweb.rice.edu/faculty
1,,University of Toronto,Computer Science,http://web.cs.toronto.edu/people/faculty.htm
1,,University of Georgia,Computer Science,http://www.cs.uga.edu/faculty-directory
1,,Johns Hopkins University,Computer Science,https://www.cs.jhu.edu/faculty/
1,,University of British Columbia,Computer Science,https://www.cs.ubc.ca/our-department/people/faculty
1,,University of Southern California,Computer Science,https://www.cs.usc.edu/directory/faculty/
1,,University of North Carolina at Chapel Hill,Computer Science,https://cs.unc.edu/people-page/faculty/
1,,Harvard University,Computer Science,https://www.seas.harvard.edu/computer-science/people
1,,UC Davis,Computer Science,https://www.cs.ucdavis.edu/people/faculty/
1,,Texas Tech University,Computer Science,https://www.depts.ttu.edu/cs/faculty/
1,,University of Oxford ,Computer Science,http://www.cs.ox.ac.uk/people/faculty.html
1,,UC San Diego,Computer Science and Engineering,https://cse.ucsd.edu/people/faculty-profiles/faculty
1,,San Francisco State University,Computer Science,https://cs.sfsu.edu/people/faculty-and-staff
1,,Ohio State University,Computer Science,https://cse.osu.edu/about-us/faculty
1,,University of Rochester,Computer Science,http://www.cs.rochester.edu/wcms/people/faculty/
1,,Duke University ,Computer Science ,https://www.cs.duke.edu/people/faculty
1,,UC Santa Barbara,Computer Science,https://www.cs.ucsb.edu/people
1,,University of Oklahoma,Computer Science,http://www.ou.edu/coe/cs/people
1,,Yale University,Computer Science,https://cpsc.yale.edu/people/faculty
1,,Princeton University,Computer Science,https://www.cs.princeton.edu/people/faculty
1,,Brown University,Computer Science,http://cs.brown.edu/people/faculty/
1,,Boston University,Computer Science,https://www.bu.edu/cs/people/faculty/
1,,Columbia University,Computer Science,https://www.cs.columbia.edu/people/faculty/
1,https://cs.nyu.edu/,New York University,Computer Science,https://cs.nyu.edu/dynamic/people/faculty/
1,,Northeastern University,Computer Science,https://www.khoury.northeastern.edu/role/teaching-faculty/
1,,University of Wisconsin-Greenbay,Computer Science,https://www.uwgb.edu/computer-science/faculty-staff/
1,,Florida International University,Computer and Information Science,https://www.cis.fiu.edu/people/faculty/
1,,Tufts University,Computer Science,https://engineering.tufts.edu/cs/people/faculty
1,,Georgetown University,Computer Science,https://cs.georgetown.edu/people/faculty
1,,University of Pennsylvania,Bio Engineering,"http://www.ese.upenn.edu/about-people/index.php
"
1,,North Carolina State University,Computer Science,https://www.csc.ncsu.edu/directories/faculty.php
1,,UC Irvine,Computer Science,https://www.ics.uci.edu/faculty/
1,,Rensselaer Polytechnic Institute,Computer Science,https://science.rpi.edu/computer-science/faculty
1,,UC Santa Cruz,Computer Science and Engineering ,https://www.soe.ucsc.edu/departments/computer-science-engineering/people/faculty
1,,Stony Brook University,Computer Science,https://www.cs.stonybrook.edu/people/faculty
1,,University of Minnesota,Computer Science and Engineering ,https://www.cs.umn.edu/people/faculty
1,,UNIVERSITY OF MARYLAND,Computer Science,https://www.cs.umd.edu/people/faculty
1,,Pomona College,Computer Science,https://www.pomona.edu/academics/departments/computer-science/faculty-staff
1,,University of Edinburgh,Computer Science ,https://www.ed.ac.uk/informatics/people/academic
1,,McGill University,Computer Science,https://www.cs.mcgill.ca/people/faculty/
1,,Arizona State University,Comptuer Science,https://cidse.engineering.asu.edu/facultyandresearch/directory/faculty/
1,,university of miami,Computer Science,https://csc.as.miami.edu/people/index.html
1,,Marquette University,Computer Science,https://www.marquette.edu/mscs/facstaff-fac-directory.shtml
1,,Vanderbilt University,Electrical Engineering and Computer Science,https://engineering.vanderbilt.edu/eecs/faculty-staff/index.php
1,,Penn State University,Electrical Engineering and Computer Science,https://www.eecs.psu.edu/departments/cse-faculty-list.aspx
1,,San Jose State Univeristy,Computer Science ,http://www.sjsu.edu/cs/community/faculty/index.html
1,,Emory University,Computer Science,http://cs.emory.edu/people/faculty/asDir/
1,,University of Illinois at Chicago,Computer Science,https://www.cs.uic.edu/staff/
1,,University of Illinois at Chicago,Electrical & Computer Engineering,https://www.ece.uic.edu/faculty-staff/
1,,Washington University in St. Louis,Computer Science,https://cse.wustl.edu/faculty/Pages/default.aspx
1,,San Jose State Univeristy,Computer Science,https://www1.cs.ucr.edu/about/faculty
1,,Carnegie Mellon University,Computer Science,https://www.csd.cs.cmu.edu/directory/faculty
1,,Univeristy of Texas Arlington,Computer Science,https://cse.uta.edu/faculty-directory.php
1,,Rutgers University,Computer Science,https://www.cs.rutgers.edu/
1,https://www.engr.uky.edu/research-faculty/departments/electrical-computer-engineering,University of Kentucky,Electrical and Computer Engineering,https://www.engr.uky.edu/research-faculty/departments/electrical-computer-engineering/people
1,,University of Virginia,computer science,https://engineering.virginia.edu/departments/computer-science/faculty
1,http://www.ece.ucsd.edu/,University of california san diego,electrical and computer engineering,http://www.ece.ucsd.edu/people/faculty
1,,University of Massachusetts Amherst,Information and Computer Sciences,https://www.cics.umass.edu/people/all-faculty-staff
1,,"University of Florida, Gainsville",Computer & Information Science & Engineering,https://www.cise.ufl.edu/people/faculty/
1,,Brandeis University ,Computer Science ,http://www.brandeis.edu/computer-science/people/index.html
1,,Wellesley College,Computer Science,https://www.wellesley.edu/cs/faculty
1,,Nanyang Technological University (NTU),Computer Science and Engineering,http://scse.ntu.edu.sg/Research/DMAL/people/Pages/Faculty.aspx
1,,University of Oregon,Computer and Information Science,https://cs.uoregon.edu/people/faculty
1,,University of Cincinnati,Electrical Engineering and Computer Science,https://ceas.uc.edu/academics/departments/electrical-engineering-computer-science/faculty.html
1,,University of Notre Dame,Computer Science and Engineering,https://cse.nd.edu/people/faculty
1,,Temple University,Computer & Information Sciences,https://cis.temple.edu/people/faculty/tenure
1,,College of William and Mary,Computer Science,https://www.wm.edu/as/computerscience/faculty/index.php
1,,Texas A and M,ECE,https://engineering.tamu.edu/electrical/profiles/index.html
1,,Imperial College London,Department of Computing,https://www.imperial.ac.uk/computing/people/academic-staff/
1,,University of California Merced,Electrical Engineering and Computer Science,http://eecs.ucmerced.edu/people
1,,University of Central Florida,Computer Science,http://www.cs.ucf.edu/people/index.php
1,,Massachusetts Institute of Technology,Electronical Engineering and Computer Science,https://www.cse.iitb.ac.in/page14
1,,University of Wyoming,Computer Science,http://www.uwyo.edu/cosc/cosc-directory/
1,,Harvey Mudd College,Computer Science,https://www.cs.hmc.edu/people/
1,,Kent State University,Computer Science,https://www.kent.edu/cs/faculty-staff
1,,George Mason University,Computer Science,https://cs.gmu.edu/directory/by-category/faculty/
1,https://www.ece.cornell.edu/ece,Cornell University ,Electrical and Computer Engineering,https://www.ece.cornell.edu/faculty-directory/
1,https://engineering.brown.edu/,Brown University,Electrical and Computer Engineering,https://www.brown.edu/academics/engineering/electrical-and-computer-engineering-faculty
1,,University of Iowa,Computer Science,https://cs.uiowa.edu/people/faculty
1,,IIT Madras,Computer Science and Engineering,http://www.cse.iitm.ac.in/listpeople.php?arg=MSQw
1,,University of Arizona,Computer Science,https://www.cs.arizona.edu/people/faculty
1,,Iowa State University,Computer Science,https://www.cs.iastate.edu/people
1,,Howard University,Computer Science,http://www.eece.cea.howard.edu/faculty
1,,University of Waterloo,Computer Science,https://cs.uwaterloo.ca/about/people/group/49
1,,Clemson University,Computer Science,https://www.clemson.edu/cecas/departments/computing/people/faculty/index.html
1,,Southern Illinois University,Computer Science,https://cs.siu.edu/faculty-staff/continuing_faculty.php
1,,Rose Hulman Institute of Technology,Computer Science & Software Engineering,https://www.rose-hulman.edu/academics/academic-departments/computer-science-software-engineering/faculty-and-staff.html
1,https://www.ece.utoronto.ca/,University of Toronto,Electrical and Computer Engineering,https://www.ece.utoronto.ca/faculty/directory/
1,,Syracuse University,Computer Science,http://eng-cs.syr.edu/our-departments/electrical-engineering-and-computer-science/people/?filter=*
1,,Stevens Institute of Technology,Computer Science,https://www.stevens.edu/schaefer-school-engineering-science/departments/computer-science/faculty-staff
1,,Case Western Reserve University,Computer Science,http://engineering.case.edu/eecs/faculty-staff
1,,UC Berkeley,Computer Science,https://www2.eecs.berkeley.edu/Faculty/Lists/CS/faculty.html
1,,The University of Hong Kong,Computer Science,https://www.cs.hku.hk/people/academic.jsp
1,,National University of Singapore ,Computer Science ,https://www.comp.nus.edu.sg/about/depts/cs/faculty/
1,,University of Oxford,ENGINEERING,https://www.eng.ox.ac.uk/people/
1,,Boston College,Computer Science ,https://www.bc.edu/content/bc-web/schools/mcas/faculty.html#computer_science
1,,Elmhurst College,Computer Science,https://www.elmhurst.edu/academics/departments/computer-science-information-systems/faculty/
1,,The Hong Kong University of Science and Technology,Computer Science and Engineering,https://www.cse.ust.hk/admin/people/faculty/
1,,"University of Minnesota, Morris",Computer Science,https://academics.morris.umn.edu/computer-science/computer-science-faculty
1,,Carnegie Mellon University,Civil and Environmental Engineering,https://www.cmu.edu/cee/people/faculty/index.html
1,,Florida State University,Computer Science,https://www.cs.fsu.edu/department/faculty/
1,,Fordham University,Computer and Information Science,"
https://www.fordham.edu/info/25112/cis_faculty_and_administration"
1,,University of Missouri,Electrical Engineering and Computer Science ,https://engineering.missouri.edu/academics/eecs/eecs-faculty/
1,,University of San Francisco,Computer Science ,https://www.usfca.edu/arts-sciences/undergraduate-programs/computer-science/faculty
1,,Haverford College,Computer science,https://www.haverford.edu/computer-science/faculty-staff
1,,University of Pittsburgh,Computer Science,http://sci.pitt.edu/faculty-and-research/faculty/
1,,Rose Hulman Institute of Technology,Electrical & Computer Engineering,https://www.rose-hulman.edu/academics/academic-departments/electrical-computer-engineering/faculty-and-staff.html
1,,University of Hawaii,Civil and Environmental Engineering,http://www.cee.hawaii.edu/faculty-staff-main/
1,,University of Utah,Compute Science,http://www.cs.utah.edu/people/faculty/
1,,Princeton University,Electrical Engineering,http://ee.princeton.edu/people/faculty
1,,Harvard University,Electrical Engineering,https://www.seas.harvard.edu/electrical-engineering/people
1,,Depaul University,Computer Science,https://www.cdm.depaul.edu/Faculty-and-Staff/Pages/Faculty.aspx?ftype=soc&selectedareataught=&lastnamefilter=ALL&level=-1
1,,University of Surrey,Computer Science,https://www.surrey.ac.uk/department-computer-science/people/academic-staff
1,,California State University Long Beach,Computer Engineering & Computer Science,http://web.csulb.edu/colleges/coe/cecs/faculty/index.shtml
1,,University of Washington,Electrical Engineering,https://www.ece.uw.edu/faculty/
1,,University of Washington,Computer Science,https://www.cs.washington.edu/people/faculty
1,,Florida Atlantic University,Computer & Electrical Engineering & Computer Science,http://www.ceecs.fau.edu/directory/
1,,American University,Computer Science,https://www.american.edu/cas/cs/faculty.cfm
1,,Lehigh University,Computer Science & Engineering,https://engineering.lehigh.edu/cse/faculty
1,,Biola University,Computer Science,https://www.biola.edu/computer-science-bs/faculty
1,,Vassar College,Computer Science,https://computerscience.vassar.edu/bios/
1,,University of Michigan,Electrical Engineering and Computer Science,https://www.eecs.umich.edu/eecs/faculty/eecsfaculty.html
1,,Duke University ,Biological Engineering,https://ece.duke.edu/faculty/computer-engineering
1,,De Anza College,Computer Information Systems,https://www.deanza.edu/cis/faculty.html
1,,University of Evansville,Electrical Engineering and Computer Science,https://www.evansville.edu/majors/eecs/faculty.cfm
1,,Colorado School of Mines,Computer Science,https://cs.mines.edu/faculty-and-staff/
1,,Computer and Information Science,Computer Science,https://cs.uoregon.edu/people/faculty
1,,University of Massachusetts Boston,Computer Science,https://www.umb.edu/academics/csm/computer_science/faculty
1,,Univeristy of Kentucky,Computer Science,http://www.engr.uky.edu/research-faculty/departments/computer-science/people/faculty
1,,Utah State University,Computer Science,https://cs.usu.edu/people/faculty/index
1,,Cal Poly,Computer Science and Software Engineering,https://csc.calpoly.edu
1,,IIT Hyderabad,Computer Science and Engineering,https://cse.iith.ac.in/people/faculty.html
1,,UC Berkeley,Electrical Engineering,https://www2.eecs.berkeley.edu/Faculty/Lists/EE/faculty.html
1,,Davidison,Mathematics and Computer Science,https://www.davidson.edu/academics/mathematics-and-computer-science/faculty-and-staff
1,,University of Kansas,Electrical Engineering and Computer Science,https://eecs.ku.edu/faculty
1,,Trident University,Computer Science,https://www.trident.edu/why-trident/our-people/faculty/?fc=b-s-computer-science
1,,City University of Hong Kong,Computer Science,https://www.cs.cityu.edu.hk/people/academic_staff.html
1,https://minghsiehece.usc.edu/,USC,Electrical and Computer Engineering,https://minghsiehee.usc.edu/directory/faculty/
1,,Worcester Polytechnic Institute,Computer Science,https://www.wpi.edu/academics/departments/computer-science/faculty-staff
1,,Swarthmore College,Computer Science,https://www.swarthmore.edu/computer-science/faculty-staff
1,,Unversity of Liverpool,Computer Science,https://www.liverpool.ac.uk/computer-science/people/
1,,Illinois State University ,InformationTechnology,https://it.illinoisstate.edu/faculty-staff/
1,,UT Dallas,Computer Science,https://cs.utdallas.edu/people/faculty/
1,,University of Montreal,Computer Science,https://en.diro.umontreal.ca/department-directory/professeurs/
1,,SouthWest University,Computer Science,https://www.southwestern.edu/math-and-computer-science/our-faculty/
1,,Massachusetts Institute of Technology,Aeronautical Engineering,https://aeroastro.mit.edu/faculty-research/faculty-list
1,,Cornell University ,Computer Science,https://www.cs.cornell.edu/people/faculty
1,,Arizona State University,"Electrical, Computer and Energy Engineering",https://ecee.engineering.asu.edu/tenured-and-tenure-track-faculty/
1,,Middlebury College,Computer Science,http://www.middlebury.edu/academics/cs/faculty
1,,Texas A&M,Computer Science and Engineering,https://engineering.tamu.edu/cse/profiles/index.html
1,,Virginia Tech,Computer Science,https://cs.vt.edu/People/Faculty.html
1,,Wake Forest University,Computer Science,http://college.wfu.edu/cs/people/cs-faculty
1,,Simon Fraser University,Computer Science,http://www.sfu.ca/computing/people/faculty.html
1,,Tulane University,Computer Science,https://www2.tulane.edu/sse/cs/faculty/
1,,University of Tennessee,Computer Science,http://www.eecs.utk.edu/people/faculty/
1,,Wayne State University,Computer Science,http://engineering.wayne.edu/cs/faculty.php
1,http://bio.engr.ku.edu/,University of Kansas,Bioengineering,http://bio.engr.ku.edu/people#Core_Faculty
1,,UC Irvine,Electrical Engineering and Computer Science,http://engineering.uci.edu/directory/dept/eecs
1,,Northwestern University,Civil and Environmental Engineering,https://www.mccormick.northwestern.edu/civil-environmental/people/faculty/
1,,West Virginia University ,Computer Science,https://lcsee.statler.wvu.edu/faculty-and-staff
1,,University of Maine,Computer Science,https://umaine.edu/cs/computer-science-faculty/
1,,IIT Kanpur,Computer Science,https://www.cse.iitk.ac.in/pages/Faculty.html
1,,SUNY Buffalo,Computer Science,http://engineering.buffalo.edu/computer-science-engineering/people/faculty-directory.html
1,,California State University East Bay,Computer Science,https://www.csueastbay.edu/cs/faculty-office-hours/faculty-profiles.html
1,,Carthage College,Computer Science,https://www.carthage.edu/computer-science/faculty/
1,,Regis University,Computer Science,https://www.regis.edu/CCIS/Academics/Departments-and-Faculty/Computer-Science.aspx
1,,Unversity of Liverpool,Electrical Enginnering and Electronics,https://www.liverpool.ac.uk/electrical-engineering-and-electronics/staff/
1,,Bethel College,Math and Computer Science,https://www.bethel.edu/undergrad/academics/math-cs/faculty
1,,University College London,Computer Science,http://www.cs.ucl.ac.uk/people/
1,,Rugster University,Computer Science,https://www.cs.rutgers.edu/people/faculty/professors
1,,Michigan Technological University,Computer Science,https://www.mtu.edu/cs/department/faculty-staff/
1,,Gonzaga University,Computer Science,https://www.gonzaga.edu/school-of-engineering-applied-science/degrees-and-programs/computer-science/faculty
1,,University College London,Electrical Enginnering and Electronics,https://www.ucl.ac.uk/electronic-electrical-engineering/people/academic-staff
1,https://bioengineering.stanford.edu/,Stanford,Bioengineering,https://bioengineering.stanford.edu/people/faculty
1,https://semte.engineering.asu.edu/,Arizona State University,"Engineering of Matter, Transport and Energy",https://semte.engineering.asu.edu/faculty/
1,,University of Illinois at Urbana-Champaign,Chemistry,https://chemistry.illinois.edu/directory/faculty-by-type
1,,Kansas State University,Computer Science,https://www.cs.ksu.edu/people/faculty/
1,,Indiana University Bloomington,Computer Science,https://cs.indiana.edu/faculty-directory/index.html?&type=2&aca_dept=1
1,,Missouri University of Science and Technology,Computer Science,https://cs.mst.edu/faculty-and-staff/faculty-directory/
1,,Cornell University ,Information Science,https://infosci.cornell.edu/people/faculty
1,,UNSW Sydney,Computer Science and Engineering,https://www.engineering.unsw.edu.au/computer-science-engineering/academic-profiles/cse-academic-profiles
1,https://www.eng.mcmaster.ca/cas,"McMaster University, Canada",Computing and Software,https://www.eng.mcmaster.ca/cas/people/faculty
1,,Rutgers University,Statistics,https://statistics.rutgers.edu/people-pages/faculty
1,,Viriginia Tech,Mechanical Engineering,http://www.me.vt.edu/people/faculty/
1,,Purdue University,Engineering,https://engineering.purdue.edu/Engr/People/ptDirectory
1,https://www.eee.hku.hk/,The University of Hong Kong,Electrical and Electronic Engineering,https://www.eee.hku.hk/people/
1,https://www.seas.harvard.edu/bioengineering,Harvard University,Bioengineering,https://www.seas.harvard.edu/bioengineering/people
1,,Cornell University ,Computational Biology,https://compbio.cornell.edu/people/faculty/
1,,Eastern Illinois University,Engineering,https://www.eiu.edu/engineering/faculty.php
1,https://www.mcneese.edu/,McNeese State University,Electrical Engineering & Computer Science,https://www.mcneese.edu/sem/eecs/faculty-staff/
1,,University of Puerto Rico -Mayaguez,Computer Science and Engineering,https://www.uprm.edu/cse/faculty/
1,,Northern Arizona University,School of Informatics Computing and Cyber Systems,https://nau.edu/school-of-informatics-computing-and-cyber-systems/faculty/
1,,UMass Lowell,Computer Science,https://www.uml.edu/Sciences/computer-science/faculty/
1,https://uwaterloo.ca/electrical-computer-engineering/,University of Waterloo,Electrical and Computer Engineering,https://uwaterloo.ca/electrical-computer-engineering/about/people/group/28
1,,University of Missouri,Information Technology,https://engineering.missouri.edu/academics/it/it-faculty/
1,,Western Illinois University,Computer Science,http://www.wiu.edu/cbt/computer_science/contact.php
1,https://www.ece.queensu.ca/index.html,Queen's University,Electrical and Computer Engineering,https://www.ece.queensu.ca/people/faculty.html
1,,Stanford University,Electrical Engineering,https://ee.stanford.edu/people/faculty
1,,Louisiana State University,Computer Science & Engineering,https://www.lsu.edu/eng/cse/people/faculty/index.php
1,,Rutgers University,Electrical & Computer Engineering,https://www.ece.rutgers.edu/fac
1,https://ece.vt.edu/,Virginia Tech,Electrical and Computer Engineering,https://ece.vt.edu/people/faculty
1,,California Institute of Technology,Electrical Engineering,http://ee.caltech.edu/people
1,,University of Hawaii at Manoa,Information and Computer Sciences,http://www.ics.hawaii.edu/people/
1,,Prudue University,Computer Science,https://www.cs.purdue.edu/people/faculty/index.html
